week,job_title_raw,job_title_clean,company,location,seek_domain,seek_work_nature,seek_seniority,seek_confidence,mapper_domain,mapper_work_nature,mapper_seniority,mapper_confidence_pct,matched_keywords,flags,needs_review,domain_match
2026_W07,Warehouse & Office Administrator,Warehouse & Office Administrator,Essential Coffee Pty Ltd,"Hamilton Central, Waikato",Warehouse,Specialist / Support,2. Intermediate / Staff,Medium,Business Administration,Specialist / Support,2. Intermediate / Staff,80,office administrator,Description is short — output is based mainly on title text,,✗ DIFF
2026_W07,Inwards Storeperson,Inwards Storeperson,"Hancocks Wine, Spirit & Beer Merchants Ltd","Mangere, Auckland",Warehouse,Operational,2. Intermediate / Staff,High,Warehouse,Operational,2. Intermediate / Staff,72,storeperson,Description is short — output is based mainly on title text,,✓
2026_W07,Warehouse and Inwards Specialist,Warehouse and Inwards Specialist,Lab Supply Ltd,"Dunedin, Otago",Warehouse,Specialist / Support,4. Expert / Specialist,Medium,Warehouse,Specialist / Support,3. Senior / Professional,72,warehouse,Description is short — output is based mainly on title text,,✓
2026_W07,Freight Auditor Sorter,Freight Auditor Sorter,Motion Recruitment,"Penrose, Auckland",Freight Forwarding,Operational,1. Junior / Entry,Medium,Freight Forwarding,Operational,2. Intermediate / Staff,72,freight,Description is short — output is based mainly on title text,,✓
2026_W07,Warehouse Manager - Tile Industry,Warehouse Manager,The Tile Depot,"East Tamaki, Auckland",Warehouse,Management,4. Expert / Specialist,Medium,Warehouse,Management,4. Expert / Specialist,88,"warehouse manager, warehouse",Description is short — output is based mainly on title text,,✓
2026_W07,Brand Champion,Brand Champion,Anagenix Ltd,"Auckland CBD, Auckland",Pending Review,Operational,2. Intermediate / Staff,Medium,Other/Noise,Review Required,Review Required,30,,Title does not match a known logistics domain — verify before use | Description is short — output is based mainly on title text,Yes,✗ DIFF
2026_W07,Restaurant Manager,Restaurant Manager,Peach's Hot Chicken,"Panmure, Auckland",Pending Review,Management,4. Expert / Specialist,High,Other/Noise,Review Required,Review Required,30,,Title does not match a known logistics domain — verify before use | Description is short — output is based mainly on title text,Yes,✗ DIFF
2026_W07,Head of Retail - New Zealand,Head of Retail,Country Road Group Pty Ltd,"Auckland CBD, Auckland",Sales,Management,5. Executive / Strategic,Medium,Other/Noise,Review Required,Review Required,30,retail,Title does not match a known logistics domain — verify before use | Description is short — output is based mainly on title text,Yes,✗ DIFF
2026_W07,Quality Control - Engineering,Quality Control,Industry Staff,"Manukau, Auckland",Operations,Operational,2. Intermediate / Staff,Medium,Operations,Operational,2. Intermediate / Staff,72,quality,Description is short — output is based mainly on title text,,✓
2026_W07,Project Coordinator / Account Manager,Project Coordinator,Vanda Holdings Ltd,"Mount Wellington, Auckland",Operations,Management,2. Intermediate / Staff,High,Other/Noise,Review Required,Review Required,30,,Title does not match a known logistics domain — verify before use | Description is short — output is based mainly on title text,Yes,✗ DIFF
2026_W07,kitchen designer/sales administrator,kitchen designer/sales administrator,PM Joinery,"Christchurch Central, Canterbury",Operations,Specialist / Support,2. Intermediate / Staff,High,Sales,Specialist / Support,2. Intermediate / Staff,72,sales,Description is short — output is based mainly on title text,,✗ DIFF
2026_W07,Shift Supervisor,Shift Supervisor,A Canon Group Company,"Wellington Central, Wellington",Operations,Operational,2. Intermediate / Staff,Medium,Other/Noise,Review Required,Review Required,30,,Title does not match a known logistics domain — verify before use | Description is short — output is based mainly on title text,Yes,✗ DIFF
2026_W07,Trade Business Development Manager,Trade Business Development Manager,Nodi Handmade Rugs Ltd,"Auckland CBD, Auckland",Sales,Management,2. Intermediate / Staff,High,Sales,Management,4. Expert / Specialist,80,business development,Description is short — output is based mainly on title text,,✓
2026_W07,Operations Supervisor,Operations Supervisor,Tongariro Lodge,"Taupo Central, Waikato",Operations,Operational,2. Intermediate / Staff,High,Operations,Operational,2. Intermediate / Staff,80,operations supervisor,Description is short — output is based mainly on title text,,✓
2026_W07,Operations Manager — ADHD Simple,Operations Manager — ADHD Simple,ADHD Test,"Auckland CBD, Auckland",Operations,Management,4. Expert / Specialist,Medium,Operations,Management,4. Expert / Specialist,80,operations manager,Description is short — output is based mainly on title text,,✓
2026_W07,Cleaning Services Operations Manager,Cleaning Services Operations Manager,The Housemaids Tale,"Waiheke Island, Auckland",Operations,Management,4. Expert / Specialist,High,Operations,Management,4. Expert / Specialist,80,operations manager,Description is short — output is based mainly on title text,,✓
2026_W07,Operator,Operator,Rio Tinto,"Invercargill Central, Southland",Operations,Operational,2. Intermediate / Staff,Medium,Operations,Operational,2. Intermediate / Staff,72,operator,Description is short — output is based mainly on title text,,✓
2026_W07,Commerical Analyst,Commerical Analyst,Hunter Campbell Limited,"Penrose, Auckland",Pending Review,Specialist / Support,4. Expert / Specialist,Medium,Other/Noise,Review Required,Review Required,30,,Title does not match a known logistics domain — verify before use | Description is short — output is based mainly on title text,Yes,✗ DIFF
2026_W07,Accounts Administrator,Accounts Administrator,EQUIP Recruitment,"Napier Central, Hawkes Bay",Finance,Specialist / Support,2. Intermediate / Staff,Medium,Finance,Specialist / Support,2. Intermediate / Staff,72,accounts,Description is short — output is based mainly on title text,,✓
2026_W07,Senior Technical Business Analyst,Senior Technical Business Analyst,Find IT Recruitment,Wellington,Planning,Specialist / Support,3. Senior / Professional,Medium,Planning,Specialist / Support,4. Expert / Specialist,80,business analyst,Description is short — output is based mainly on title text,,✓
2026_W07,Internal Sales Executive,Internal Sales Executive,RS COMPONENTS LTD (New Zealand),"Auckland CBD, Auckland",Sales,Management,5. Executive / Strategic,Medium,Sales,Management,5. Executive / Strategic,72,sales,Description is short — output is based mainly on title text,,✓
2026_W07,International Shipping Coordinator,International Shipping Coordinator,PGG Wrightson Seeds,"Lincoln, Canterbury",Operations,Operational,2. Intermediate / Staff,High,Other/Noise,Review Required,Review Required,30,,Title does not match a known logistics domain — verify before use | Description is short — output is based mainly on title text,Yes,✗ DIFF
2026_W07,Contact Centre Operator – Inbound Bookings (Transport Services),Contact Centre Operator,Auckland Cooperative Taxi Society Ltd,"Auckland CBD, Auckland",Operations,Operational,2. Intermediate / Staff,High,Operations,Operational,2. Intermediate / Staff,72,operator,Description is short — output is based mainly on title text,,✓
2026_W07,Customer Service Representative (18-Month Fixed Term – Maternity Cover),Customer Service Representative,Zappy Ltd,"Auckland CBD, Auckland",Sales,Specialist / Support,2. Intermediate / Staff,High,Sales,Specialist / Support,2. Intermediate / Staff,88,"customer service, representative",Description is short — output is based mainly on title text,,✓
2026_W07,Part Time Freight Handler,Part Time Freight Handler,Post Haste,"Timaru, Canterbury",Freight Forwarding,Operational,1. Junior / Entry,Medium,Freight Forwarding,Operational,1. Junior / Entry,72,freight,Description is short — output is based mainly on title text,,✓
2026_W07,Freight Handler,Freight Handler,Post Haste,"Warkworth, Auckland",Freight Forwarding,Operational,1. Junior / Entry,Medium,Freight Forwarding,Operational,1. Junior / Entry,72,freight,Description is short — output is based mainly on title text,,✓
2026_W07,Import Operator,Import Operator,Rohlig New Zealand Ltd,"Mangere, Auckland",Freight Forwarding,Operational,2. Intermediate / Staff,Medium,Freight Forwarding,Operational,2. Intermediate / Staff,62,import,Description is short — output is based mainly on title text,Yes,✓
2026_W07,"Customer Service Representative (6 month, full-time)",Customer Service Representative,CMA CGM & ANL Agencies (NZ) Ltd,Auckland,Sales,Specialist / Support,2. Intermediate / Staff,Medium,Sales,Specialist / Support,2. Intermediate / Staff,88,"customer service, representative",Description is short — output is based mainly on title text,,✓
2026_W07,Key Account/Customer Service Administrator,Key Account/Customer Service Administrator,StraitNZ,"Wiri, Auckland",Operations,Specialist / Support,2. Intermediate / Staff,Medium,Sales,Specialist / Support,2. Intermediate / Staff,92,"customer service, key account",Description is short — output is based mainly on title text,,✗ DIFF
2026_W07,Receptionist / Administrator,Receptionist,Adgraphix,"Christchurch Central, Canterbury",Business Administration,Specialist / Support,2. Intermediate / Staff,High,Business Administration,Operational,2. Intermediate / Staff,72,receptionist,Description is short — output is based mainly on title text,,✓
2026_W07,Freight Handler (Casual),Freight Handler,New Zealand Couriers,"Tauranga, Bay of Plenty",Freight Forwarding,Operational,1. Junior / Entry,Medium,Freight Forwarding,Operational,1. Junior / Entry,72,freight,Description is short — output is based mainly on title text,,✓
2026_W07,Freight Sorter,Freight Sorter,New Zealand Couriers,"Wanaka, Otago",Freight Forwarding,Operational,1. Junior / Entry,Medium,Freight Forwarding,Operational,2. Intermediate / Staff,72,freight,Description is short — output is based mainly on title text,,✓
2026_W07,Freight Handler,Freight Handler,Post Haste,"Lower Hutt, Wellington",Freight Forwarding,Operational,1. Junior / Entry,Medium,Freight Forwarding,Operational,1. Junior / Entry,72,freight,Description is short — output is based mainly on title text,,✓
2026_W07,Seafreight and Airfreight operator,Seafreight and Airfreight operator,CFR LINE NZ LIMITED,"Point England, Auckland",Freight Forwarding,Operational,2. Intermediate / Staff,High,Freight Forwarding,Operational,2. Intermediate / Staff,88,"freight, airfreight, seafreight",Description is short — output is based mainly on title text,,✓
2026_W07,Picker Packer - Dayshift & Nightshift,Picker Packer,Kaan's Catering Supplies Ltd,"Dunedin Central, Otago",Warehouse,Operational,1. Junior / Entry,Medium,Warehouse,Operational,1. Junior / Entry,80,"picker, packer",Description is short — output is based mainly on title text,,✓
2026_W07,Warehousing Team Leader – Books (Picking & Packing),Warehousing Team Leader,R-log NZ ltd,"Port Waikato, Waikato",Warehouse,Operational,2. Intermediate / Staff,High,Other/Noise,Review Required,Review Required,30,,Title does not match a known logistics domain — verify before use | Description is short — output is based mainly on title text,Yes,✗ DIFF
2026_W07,Devanner / Warehouse Labourer,Devanner,Nexus Agoge Recruitment,"Manukau & East Auckland, Auckland",Warehouse,Operational,2. Intermediate / Staff,Medium,Warehouse,Operational,2. Intermediate / Staff,72,devanner,Description is short — output is based mainly on title text,,✓
2026_W07,Warehouse Team Member,Warehouse Team Member,Te Pari Products Limited,"Oamaru North, Otago",Warehouse,Operational,2. Intermediate / Staff,Medium,Warehouse,Operational,2. Intermediate / Staff,72,warehouse,Description is short — output is based mainly on title text,,✓
2026_W07,Casual Food Processors and Packers,Casual Food Processors and Packers,AB Food Industries Ltd,"Mangere Bridge, Auckland",Warehouse,Operational,2. Intermediate / Staff,High,Warehouse,Operational,1. Junior / Entry,62,packer,Description is short — output is based mainly on title text,Yes,✓
2026_W07,Warehousing Staff,Warehousing Staff,EQUIP Recruitment,Wellington,Warehouse,Operational,2. Intermediate / Staff,Medium,Other/Noise,Review Required,Review Required,30,,Title does not match a known logistics domain — verify before use | Description is short — output is based mainly on title text,Yes,✗ DIFF
2026_W07,Stores/Warehouse/Delivery Driver (CROMWELL),Stores/Warehouse/Delivery Driver,Metro Performance Glass,"Cromwell, Otago",Transport,Operational,2. Intermediate / Staff,Medium,Transport,Operational,2. Intermediate / Staff,80,"delivery, driver",Description is short — output is based mainly on title text,,✓
2026_W07,Associate Distribution Officer (Medical Devices),Associate Distribution Officer,Stryker,"Auckland CBD, Auckland",Operations,Specialist / Support,2. Intermediate / Staff,Medium,Other/Noise,Review Required,Review Required,30,,Title does not match a known logistics domain — verify before use | Description is short — output is based mainly on title text,Yes,✗ DIFF
2026_W07,Distribution Supervisor,Distribution Supervisor,Elgas,"Wiri, Auckland",Pending Review,Operational,2. Intermediate / Staff,Medium,Other/Noise,Review Required,Review Required,30,,Title does not match a known logistics domain — verify before use | Description is short — output is based mainly on title text,Yes,✗ DIFF
2026_W07,Distribution Supervisor,Distribution Supervisor,Elgas,"Papakura, Auckland",Pending Review,Operational,2. Intermediate / Staff,Medium,Other/Noise,Review Required,Review Required,30,,Title does not match a known logistics domain — verify before use | Description is short — output is based mainly on title text,Yes,✗ DIFF
2026_W07,Junior Account Manager,Junior Account Manager,Blue Star,"Auckland CBD, Auckland",Pending Review,Management,1. Junior / Entry,Medium,Sales,Management,4. Expert / Specialist,80,account manager,Description is short — output is based mainly on title text,,✗ DIFF
2026_W07,Distribution Lineman,Distribution Lineman,Horizon Energy Group,"Masterton, Wellington",Pending Review,Operational,2. Intermediate / Staff,Medium,Other/Noise,Review Required,Review Required,30,,Title does not match a known logistics domain — verify before use | Description is short — output is based mainly on title text,Yes,✗ DIFF
2026_W07,Distribution Lineman,Distribution Lineman,Horizon Energy Group,"Palmerston North Central, Manawatu",Pending Review,Operational,2. Intermediate / Staff,High,Other/Noise,Review Required,Review Required,30,,Title does not match a known logistics domain — verify before use | Description is short — output is based mainly on title text,Yes,✗ DIFF
2026_W07,National Livestock Planner,National Livestock Planner,Tegel,"Newmarket, Auckland",Planning,Specialist / Support,2. Intermediate / Staff,Medium,Warehouse,Specialist / Support,2. Intermediate / Staff,62,stock,Description is short — output is based mainly on title text,Yes,✗ DIFF
2026_W07,Production & Materials Scheduler,Production & Materials Scheduler,Watties,"Tomoana, Hawkes Bay",Planning,Operational,2. Intermediate / Staff,Medium,Planning,Operational,2. Intermediate / Staff,62,scheduler,Description is short — output is based mainly on title text,Yes,✓
2026_W07,Transport Depot Manager,Transport Depot Manager,Foodstuffs North Island Ltd,"Whangarei Central, Northland",Pending Review,Management,4. Expert / Specialist,Medium,Other/Noise,Review Required,Review Required,30,,Title does not match a known logistics domain — verify before use | Description is short — output is based mainly on title text,Yes,✗ DIFF
2026_W07,Team Leader - Spray Drying,Team Leader,Dairy Goat Co-op (NZ) Ltd,"Hamilton Central, Waikato",Pending Review,Operational,2. Intermediate / Staff,Medium,Other/Noise,Review Required,Review Required,30,,Title does not match a known logistics domain — verify before use | Description is short — output is based mainly on title text,Yes,✗ DIFF
2026_W07,Despatcher / Planner - Wiri,Despatcher,PlaceMakers,"Wiri, Auckland",Planning,Specialist / Support,2. Intermediate / Staff,Medium,Warehouse,Operational,2. Intermediate / Staff,72,despatch,Description is short — output is based mainly on title text,,✗ DIFF
2026_W07,Continuous Improvement Specialist (Waihi beach based!),Continuous Improvement Specialist,OceanaGold (New Zealand) Ltd,"Auckland CBD, Auckland",Planning,Specialist / Support,4. Expert / Specialist,Medium,Other/Noise,Review Required,Review Required,30,,Title does not match a known logistics domain — verify before use | Description is short — output is based mainly on title text,Yes,✗ DIFF
2026_W07,Senior Supply Chain Finance Analyst,Senior Supply Chain Finance Analyst,The a2 Milk Company,"Auckland CBD, Auckland",Planning,Specialist / Support,3. Senior / Professional,Medium,Planning,Specialist / Support,4. Expert / Specialist,80,supply chain,Description is short — output is based mainly on title text,,✓
2026_W07,Procurement Contractor,Procurement Contractor,Tribe (New Zealand) Limited,Auckland,Planning,Operational,2. Intermediate / Staff,Medium,Planning,Operational,2. Intermediate / Staff,72,procurement,Description is short — output is based mainly on title text,,✓
2026_W07,Procurement Contractor,Procurement Contractor,Tribe (New Zealand) Limited,"Wellington Central, Wellington",Planning,Operational,2. Intermediate / Staff,Medium,Planning,Operational,2. Intermediate / Staff,72,procurement,Description is short — output is based mainly on title text,,✓
2026_W07,Key Account Manager,Key Account Manager,Stellar Recruitment,Auckland,Sales,Management,4. Expert / Specialist,Medium,Sales,Management,4. Expert / Specialist,92,"key account, account manager",Description is short — output is based mainly on title text,,✓
2026_W07,Dispatcher,Dispatcher,NZ Post,"East Tamaki, Auckland",Transport,Operational,2. Intermediate / Staff,Medium,Transport,Operational,2. Intermediate / Staff,80,"dispatcher, dispatch",Description is short — output is based mainly on title text,,✓
2026_W07,Voice Picker,Voice Picker,Alignz Recruitment,"Favona, Auckland",Warehouse,Operational,1. Junior / Entry,Medium,Warehouse,Operational,1. Junior / Entry,72,picker,Description is short — output is based mainly on title text,,✓
2026_W07,Class 5 Delivery Driver,Class 5 Delivery Driver,Zealandia Horticulture,"Belfast, Canterbury",Transport,Operational,2. Intermediate / Staff,Medium,Transport,Operational,2. Intermediate / Staff,80,"delivery, driver",Description is short — output is based mainly on title text,,✓
2026_W07,Facility Site Manager (Warehouse Manager),Facility Site Manager,Greenbox,"Silverdale, Auckland",Warehouse,Management,4. Expert / Specialist,Medium,Other/Noise,Review Required,Review Required,30,,Title does not match a known logistics domain — verify before use | Description is short — output is based mainly on title text,Yes,✗ DIFF
2026_W07,Freight Handler - Oamaru,Freight Handler,Post Haste,"Oamaru, Otago",Freight Forwarding,Operational,1. Junior / Entry,Medium,Freight Forwarding,Operational,1. Junior / Entry,72,freight,Description is short — output is based mainly on title text,,✓
2026_W07,Auckland Dispatcher,Auckland Dispatcher,Weatherell Transport Limited,"Favona, Auckland",Transport,Operational,2. Intermediate / Staff,Medium,Transport,Operational,2. Intermediate / Staff,80,"dispatcher, dispatch",Description is short — output is based mainly on title text,,✓
2026_W07,Domain Specialist (L2) - DA&I Planning and Prioritization,Domain Specialist,Inland Revenue,"Auckland CBD, Auckland",Planning,Specialist / Support,4. Expert / Specialist,Medium,Other/Noise,Review Required,Review Required,30,,Title does not match a known logistics domain — verify before use | Description is short — output is based mainly on title text,Yes,✗ DIFF
2026_W07,Warehouse Store Person - Freezer Days,Warehouse Store Person,Bidfood,"Christchurch Central, Canterbury",Warehouse,Operational,2. Intermediate / Staff,Medium,Warehouse,Operational,2. Intermediate / Staff,88,"warehouse, store person",Description is short — output is based mainly on title text,,✓
2026_W07,Operations & Onboarding Coordinator,Operations & Onboarding Coordinator,My Migration Lawyers,"Auckland CBD, Auckland",Operations,Operational,2. Intermediate / Staff,High,Other/Noise,Review Required,Review Required,30,,Title does not match a known logistics domain — verify before use | Description is short — output is based mainly on title text,Yes,✗ DIFF
2026_W07,Mail and Customer Services Officer,Mail and Customer Services Officer,NZ Post,"Botany Downs, Auckland",Operations,Specialist / Support,2. Intermediate / Staff,Medium,Sales,Specialist / Support,2. Intermediate / Staff,80,customer service,Description is short — output is based mainly on title text,,✗ DIFF
2026_W07,Customer Service Representative,Customer Service Representative,Soar Communications Group,"Mount Wellington, Auckland",Sales,Specialist / Support,2. Intermediate / Staff,Medium,Sales,Specialist / Support,2. Intermediate / Staff,88,"customer service, representative",Description is short — output is based mainly on title text,,✓
2026_W07,Warehouse Storeperson,Warehouse Storeperson,Neat Meat,"Mount Wellington, Auckland",Warehouse,Operational,2. Intermediate / Staff,High,Warehouse,Operational,2. Intermediate / Staff,80,"warehouse, storeperson",Description is short — output is based mainly on title text,,✓
2026_W07,Warehouse Picker / Packer,Warehouse Picker,Vending Direct Ltd,"Sockburn, Canterbury",Warehouse,Operational,1. Junior / Entry,High,Warehouse,Operational,1. Junior / Entry,80,"warehouse, picker",Description is short — output is based mainly on title text,,✓
2026_W07,Warehouse Storeperson Hobsonville,Warehouse Storeperson Hobsonville,Bidfood,"Hobsonville, Auckland",Warehouse,Operational,2. Intermediate / Staff,Medium,Warehouse,Operational,2. Intermediate / Staff,80,"warehouse, storeperson",Description is short — output is based mainly on title text,,✓
2026_W07,Warehouse Assistant,Warehouse Assistant,Filterpro Limited,"Drury, Auckland",Warehouse,Specialist / Support,1. Junior / Entry,Medium,Warehouse,Operational,1. Junior / Entry,88,"warehouse assistant, warehouse",Description is short — output is based mainly on title text,,✓
2026_W07,Warehouse Store Person - Dayshift,Warehouse Store Person,Bidfood,"Rotorua Central, Bay of Plenty",Warehouse,Operational,2. Intermediate / Staff,Medium,Warehouse,Operational,2. Intermediate / Staff,88,"warehouse, store person",Description is short — output is based mainly on title text,,✓
2026_W07,Experienced Warehouse Storeperson – Mangere Bridge,Experienced Warehouse Storeperson,Talent Seed Ltd,"Mangere Bridge, Auckland",Warehouse,Operational,2. Intermediate / Staff,Medium,Warehouse,Operational,2. Intermediate / Staff,80,"warehouse, storeperson",Description is short — output is based mainly on title text,,✓
2026_W07,Dispatch/Logistics Administrator,Dispatch/Logistics Administrator,Jigsaw Staffing Limited,"Mount Maunganui, Bay of Plenty",Transport,Specialist / Support,2. Intermediate / Staff,High,Transport,Specialist / Support,2. Intermediate / Staff,62,dispatch,Description is short — output is based mainly on title text,Yes,✓
2026_W07,Warehouse Assistant,Warehouse Assistant,Catch Consulting,"Christchurch, Canterbury",Warehouse,Specialist / Support,1. Junior / Entry,Medium,Warehouse,Operational,1. Junior / Entry,88,"warehouse assistant, warehouse",Description is short — output is based mainly on title text,,✓
2026_W07,Trolley Assistant,Trolley Assistant,PAK'nSAVE,"Royal Oak, Auckland",Operations,Specialist / Support,1. Junior / Entry,Medium,Other/Noise,Review Required,Review Required,30,,Title does not match a known logistics domain — verify before use | Description is short — output is based mainly on title text,Yes,✗ DIFF
2026_W07,Sales Assitant,Sales Assitant,Palmers Whangarei,"Whangarei Central, Northland",Sales,Specialist / Support,2. Intermediate / Staff,High,Sales,Specialist / Support,2. Intermediate / Staff,72,sales,Description is short — output is based mainly on title text,,✓
2026_W07,Courier driver,Courier driver,Sanjot enterprise limited,"Nelson Central, Tasman",Transport,Operational,2. Intermediate / Staff,Medium,Transport,Operational,2. Intermediate / Staff,80,"driver, courier",Description is short — output is based mainly on title text,,✓
2026_W07,Duty Manager – Garden Centre,Duty Manager,Palmers Whangarei,"Whangarei Central, Northland",Pending Review,Management,4. Expert / Specialist,High,Other/Noise,Review Required,Review Required,30,,Title does not match a known logistics domain — verify before use | Description is short — output is based mainly on title text,Yes,✗ DIFF
2026_W07,Pharmacy Assistant - Meridian Mall,Pharmacy Assistant,Chemist Warehouse,"Dunedin Central, Otago",Operations,Specialist / Support,1. Junior / Entry,Medium,Other/Noise,Review Required,Review Required,30,,Title does not match a known logistics domain — verify before use | Description is short — output is based mainly on title text,Yes,✗ DIFF
2026_W07,Stocktakers required in Gisborne Sat 28 Feb,Stocktakers required in Gisborne Sat 28 Feb,RGIS New Zealand Ltd,"Gisborne Central, Gisborne",Warehouse,Operational,2. Intermediate / Staff,High,Warehouse,Operational,2. Intermediate / Staff,72,stock,Description is short — output is based mainly on title text,,✓
2026_W07,Customer Service Representative,Customer Service Representative,Bay TAB Limited,"Rotorua Central, Bay of Plenty",Sales,Specialist / Support,2. Intermediate / Staff,High,Sales,Specialist / Support,2. Intermediate / Staff,88,"customer service, representative",Description is short — output is based mainly on title text,,✓
2026_W07,Stocktakers required in Ashburton Monday 9 Feb,Stocktakers required in Ashburton Monday 9 Feb,RGIS New Zealand Ltd,"Ashburton, Canterbury",Warehouse,Operational,2. Intermediate / Staff,High,Warehouse,Operational,2. Intermediate / Staff,72,stock,Description is short — output is based mainly on title text,,✓
2026_W07,Pick Packer/Factory Hand,Pick Packer/Factory Hand,PaintPlus Colour Systems Ltd,"Silverdale, Auckland",Warehouse,Operational,1. Junior / Entry,High,Warehouse,Operational,1. Junior / Entry,88,"packer, pick pack",Description is short — output is based mainly on title text,,✓
2026_W07,Warehouse Store Person,Warehouse Store Person,Strata Recruitment,"Lower Hutt, Wellington",Warehouse,Operational,2. Intermediate / Staff,Medium,Warehouse,Operational,2. Intermediate / Staff,88,"warehouse, store person",Description is short — output is based mainly on title text,,✓
2026_W07,Store Person / Delivery Driver (Warehouse),Store Person,Yellow Umbrella,"Rotorua Central, Bay of Plenty",Transport,Operational,2. Intermediate / Staff,Medium,Warehouse,Operational,2. Intermediate / Staff,80,store person,Description is short — output is based mainly on title text,,✗ DIFF
2026_W07,Warehouse & Manufacturing Staff,Warehouse & Manufacturing Staff,Tech 5 Recruitment Auckland,Auckland,Warehouse,Operational,2. Intermediate / Staff,Medium,Warehouse,Operational,2. Intermediate / Staff,72,warehouse,Description is short — output is based mainly on title text,,✓
2026_W07,Claims Specialist,Claims Specialist,Seneca Insurance Brokers Ltd,"Christchurch Central, Canterbury",Pending Review,Specialist / Support,4. Expert / Specialist,High,Other/Noise,Review Required,Review Required,30,,Title does not match a known logistics domain — verify before use | Description is short — output is based mainly on title text,Yes,✗ DIFF
2026_W07,Local Dispatcher,Local Dispatcher,Conroy Removals,"Christchurch Central, Canterbury",Transport,Operational,2. Intermediate / Staff,Medium,Transport,Operational,2. Intermediate / Staff,80,"dispatcher, dispatch",Description is short — output is based mainly on title text,,✓
2026_W07,Customer Service Executive,Customer Service Executive,Patties Food New Zealand,"Otahuhu, Auckland",Sales,Management,5. Executive / Strategic,Medium,Sales,Management,5. Executive / Strategic,80,customer service,Description is short — output is based mainly on title text,,✓
2026_W07,Delivery Driver / picker packer,Delivery Driver,Mediterranean food Warehouse (wgtn) Ltd,"Auckland Airport, Auckland",Transport,Operational,1. Junior / Entry,Medium,Transport,Operational,2. Intermediate / Staff,80,"delivery, driver",Description is short — output is based mainly on title text,,✓
2026_W07,Logistics Manager,Logistics Manager,Motus Hydraulics Ltd,"Hastings Central, Hawkes Bay",Operations,Management,4. Expert / Specialist,Medium,Operations,Management,4. Expert / Specialist,88,"logistics manager, logistics",Description is short — output is based mainly on title text,,✓
2026_W07,Key Account Manager,Key Account Manager,RS COMPONENTS LTD (New Zealand),"Auckland CBD, Auckland",Sales,Management,4. Expert / Specialist,Medium,Sales,Management,4. Expert / Specialist,92,"key account, account manager",Description is short — output is based mainly on title text,,✓
2026_W07,Finance & Operations Specialist,Finance & Operations Specialist,Robert Half Finance & Accounting,"Newmarket, Auckland",Finance,Specialist / Support,4. Expert / Specialist,Medium,Finance,Specialist / Support,3. Senior / Professional,72,finance,Description is short — output is based mainly on title text,,✓
2026_W07,Accounts Payable/Admin,Accounts Payable/Admin,Blackthorn Talent Acquisition Limited,"Queenstown Central, Otago",Finance,Specialist / Support,2. Intermediate / Staff,Medium,Finance,Specialist / Support,2. Intermediate / Staff,88,"accounts payable, accounts",Description is short — output is based mainly on title text,,✓
2026_W07,Planner,Planner,Omexom New Zealand,"Auckland CBD, Auckland",Planning,Specialist / Support,2. Intermediate / Staff,Medium,Planning,Specialist / Support,2. Intermediate / Staff,72,planner,Description is short — output is based mainly on title text,,✓
2026_W07,Senior Project Manager - ERP,Senior Project Manager,Datacom,"Auckland CBD, Auckland",IT Support,Management,3. Senior / Professional,Medium,Other/Noise,Review Required,Review Required,30,,Title does not match a known logistics domain — verify before use | Description is short — output is based mainly on title text,Yes,✗ DIFF
2026_W07,Knowledge Administrator,Knowledge Administrator,Education Payroll Limited,"Wellington Central, Wellington",Operations,Specialist / Support,2. Intermediate / Staff,High,Other/Noise,Review Required,Review Required,30,,Title does not match a known logistics domain — verify before use | Description is short — output is based mainly on title text,Yes,✗ DIFF
2026_W07,Accounts Administrator,Accounts Administrator,RV Supplies Ltd,"Hamilton West, Waikato",Finance,Specialist / Support,2. Intermediate / Staff,Medium,Finance,Specialist / Support,2. Intermediate / Staff,72,accounts,Description is short — output is based mainly on title text,,✓
2026_W07,Finance Manager - Capital Projects,Finance Manager,Suntory Oceania,"Manukau, Auckland",Finance,Management,4. Expert / Specialist,Medium,Finance,Management,4. Expert / Specialist,72,finance,Description is short — output is based mainly on title text,,✓
2026_W07,Warehouse Store Person - Nightshift,Warehouse Store Person,Bidfood,"Rotorua Central, Bay of Plenty",Warehouse,Operational,2. Intermediate / Staff,Medium,Warehouse,Operational,2. Intermediate / Staff,88,"warehouse, store person",Description is short — output is based mainly on title text,,✓
2026_W07,Accounts Payable Administrator,Accounts Payable Administrator,T&G Global,"Ellerslie, Auckland",Finance,Specialist / Support,2. Intermediate / Staff,Medium,Finance,Specialist / Support,2. Intermediate / Staff,88,"accounts payable, accounts",Description is short — output is based mainly on title text,,✓
2026_W07,Assistant Accountant,Assistant Accountant,Simple Machines,"Christchurch Central, Canterbury",Finance,Specialist / Support,1. Junior / Entry,Medium,Finance,Specialist / Support,1. Junior / Entry,72,accountant,Description is short — output is based mainly on title text,,✓
2026_W07,Manufacturing Manager,Manufacturing Manager,Metal Concepts,"Wiri, Auckland",Pending Review,Management,4. Expert / Specialist,Medium,Other/Noise,Review Required,Review Required,30,,Title does not match a known logistics domain — verify before use | Description is short — output is based mainly on title text,Yes,✗ DIFF
